"","userID","sessionID","actionTaken","timelineMSEC","durationMSEC","X","Y","Rel__dist_","Total_dist_"
"283","ID01","ID01_Session03","Left mouse button pressed",1420660,156,"15","60","771.34","2721.87"
"284","ID01","ID01_Session03","Left mouse button pressed",1440472,110,"543","635","69.40","106.38"
"285","ID01","ID01_Session03","Left mouse button pressed",1468331,109,"609","614","69.26","224.69"
"286","ID01","ID01_Session03","Left mouse button pressed",1528392,110,"19","56","937.14","1302.04"
"287","ID01","ID01_Session03","Left mouse button pressed",1534174,78,"629","484","745.17","879.87"
"288","ID01","ID01_Session03","Left mouse button pressed",1610469,109,"15","64","812.97","1528.80"
"289","ID01","ID01_Session03","Left mouse button pressed",1613235,93,"910","641","1064.87","1329.14"
"290","ID01","ID01_Session03","Left mouse button pressed",1614094,62,"928","694","55.97","62.16"
"291","ID01","ID01_Session03","Left mouse button pressed",1615672,94,"1224","638","301.25","486.25"
"292","ID01","ID01_Session03","Left mouse button pressed",1624969,62,"1025","732","140.94","946.15"
"293","ID01","ID01_Session03","Left mouse button pressed",1647843,110,"417","589","177.37","187.69"
"294","ID01","ID01_Session03","Left mouse button pressed",1684733,78,"487","124","665.99","974.11"
"295","ID01","ID01_Session03","Left mouse button pressed",1692514,125,"66","635","662.09","2091.56"
"296","ID01","ID01_Session03","Left mouse button pressed",1701389,735,"188","750","163.22","791.19"
"297","ID01","ID01_Session03","Left mouse button pressed",1702327,46,"469","765","8.06","9.83"
"298","ID01","ID01_Session03","Left mouse button pressed",1728154,78,"12","59","841.00","1309.68"
"299","ID01","ID01_Session04","Left mouse button pressed",0,156,"1151","16","1151.11","4711.91"
"300","ID01","ID01_Session04","Left mouse button pressed",1125,109,"1211","441","429.21","539.32"
"301","ID01","ID01_Session04","Left mouse button pressed",7248,141,"112","663","941.17","3396.33"
"302","ID01","ID01_Session04","Left mouse button pressed",18792,172,"497","719","390.24","467.82"
"303","ID01","ID01_Session04","Left mouse button pressed",55220,203,"421","559","301.53","2214.92"
"304","ID01","ID01_Session04","Left mouse button pressed",64389,641,"386","512","56.22","85.46"
"305","ID01","ID01_Session04","Left mouse button pressed",65217,125,"496","542","31.89","34.26"
"306","ID01","ID01_Session04","Left mouse button pressed",70481,485,"413","587","94.41","272.06"
"307","ID01","ID01_Session04","Left mouse button pressed",71387,156,"428","590","4.00","4.00"
"308","ID01","ID01_Session04","Left mouse button pressed",103957,749,"451","487","41.73","44.22"
"309","ID01","ID01_Session04","Left mouse button pressed",104863,140,"535","497","18.03","18.88"
"310","ID01","ID01_Session04","Left mouse button pressed",186956,1109,"430","406","239.17","904.99"
"311","ID01","ID01_Session04","Left mouse button pressed",188237,125,"785","409","25.00","25.00"
"312","ID01","ID01_Session04","Left mouse button pressed",228936,125,"609","513","147.87","891.00"
"313","ID01","ID01_Session04","Left mouse button pressed",329050,125,"246","591","353.35","390.91"
"314","ID01","ID01_Session04","Left mouse button pressed",369249,172,"28","55","578.64","2016.20"
"315","ID01","ID01_Session04","Left mouse button pressed",373718,172,"11","420","365.40","995.50"
"316","ID01","ID01_Session04","Left mouse button pressed",384654,156,"506","488","496.81","695.92"
"317","ID01","ID01_Session04","Left mouse button pressed",395341,156,"577","493","71.18","71.53"
"318","ID01","ID01_Session04","Left mouse button pressed",483911,172,"424","433","288.29","1772.40"
"319","ID01","ID01_Session04","Left mouse button pressed",571017,172,"452","748","318.15","749.23"
"320","ID01","ID01_Session04","Left mouse button pressed",579235,110,"20","67","815.67","939.14"
"321","ID01","ID01_Session04","Left mouse button pressed",581719,110,"43","421","354.75","1228.16"
"322","ID01","ID01_Session04","Left mouse button pressed",600453,109,"694","595","673.85","744.58"
"323","ID01","ID01_Session04","Left mouse button pressed",606859,125,"485","117","482.19","585.99"
"324","ID01","ID01_Session04","Left mouse button pressed",609046,141,"86","514","562.86","694.68"
"325","ID01","ID01_Session04","Left mouse button pressed",612984,125,"1010","640","822.23","955.18"
"326","ID01","ID01_Session04","Left mouse button pressed",613718,125,"937","685","85.76","90.96"
"327","ID01","ID01_Session04","Left mouse button pressed",614156,109,"937","673","10.05","11.00"
"328","ID01","ID01_Session04","Left mouse button pressed",621233,157,"83","641","854.60","1178.47"
"329","ID01","ID01_Session04","Left mouse button pressed",645404,125,"331","687","252.23","1054.68"
"330","ID01","ID01_Session04","Left mouse button pressed",698261,141,"507","687","176.00","889.67"
"331","ID01","ID01_Session04","Left mouse button pressed",805851,157,"16","54","744.20","1121.09"
"332","ID01","ID01_Session04","Left mouse button pressed",819226,125,"639","444","735.00","1431.24"
"333","ID01","ID01_Session04","Left mouse button pressed",1290829,94,"23","61","453.48","545.59"
"334","ID01","ID01_Session04","Left mouse button pressed",1293751,172,"976","319","987.31","1466.28"
"335","ID01","ID01_Session04","Left mouse button pressed",1314688,141,"834","747","490.10","570.08"
"336","ID01","ID01_Session04","Left mouse button pressed",1325141,844,"474","577","47.54","61.24"
"337","ID01","ID01_Session04","Left mouse button pressed",1326266,156,"647","585","23.77","24.95"
"338","ID01","ID01_Session04","Left mouse button pressed",1476280,125,"32","54","817.79","1608.19"
"339","ID01","ID01_Session04","Left mouse button pressed",1481936,156,"1009","569","1104.42","2880.35"
"340","ID01","ID01_Session04","Left mouse button pressed",1484264,172,"1102","576","93.26","790.70"
"341","ID01","ID01_Session04","Left mouse button pressed",1494842,141,"838","433","296.06","358.64"
"342","ID01","ID01_Session04","Left mouse button pressed",1501327,734,"461","313","395.64","630.83"
"343","ID01","ID01_Session04","Left mouse button pressed",1502202,93,"711","312","10.82","11.67"
"344","ID01","ID01_Session04","Left mouse button pressed",1666404,765,"630","328","158.47","202.88"
"345","ID01","ID01_Session04","Left mouse button pressed",1667357,156,"720","333","1.00","1.00"
"346","ID01","ID01_Session04","Left mouse button pressed",1668325,719,"518","346","202.42","206.53"
"347","ID01","ID01_Session04","Left mouse button pressed",1669232,140,"657","356","41.30","41.63"
"348","ID01","ID01_Session04","Left mouse button pressed",1670044,156,"726","357","69.01","69.16"
"349","ID01","ID01_Session04","Left mouse button pressed",1671169,563,"568","373","158.81","194.32"
"350","ID01","ID01_Session04","Left mouse button pressed",1671888,125,"653","383","13.60","14.89"
"351","ID01","ID01_Session04","Left mouse button pressed",1673325,1407,"495","353","160.82","173.75"
"352","ID01","ID01_Session04","Left mouse button pressed",1674888,141,"774","358","0.00","0.00"
"353","ID01","ID01_Session04","Left mouse button pressed",1744497,94,"513","382","203.80","215.17"
"354","ID01","ID01_Session04","Left mouse button pressed",1792747,125,"14","55","713.08","876.76"
"355","ID01","ID01_Session04","Left mouse button pressed",1803950,140,"350","449","396.56","407.17"
"356","ID01","ID01_Session04","Left mouse button pressed",1819809,125,"16","60","556.40","653.08"
"357","ID01","ID01_Session05","Left mouse button pressed",0,1266,"1475","26","1622.64","2232.47"
"358","ID01","ID01_Session05","Left mouse button pressed",3594,2203,"1468","20","23.02","854.56"
"359","ID01","ID01_Session05","Left mouse button pressed",35813,328,"1062","14","819.02","1501.27"
"360","ID01","ID01_Session05","Left mouse button pressed",36204,140,"1060","9","0.00","0.00"
"361","ID01","ID01_Session05","Left mouse button pressed",38219,141,"1202","5","142.06","178.02"
"362","ID01","ID01_Session05","Left mouse button pressed",39938,156,"78","486","1222.59","1496.12"
"363","ID01","ID01_Session05","Left mouse button pressed",45720,109,"477","709","456.72","601.79"
"364","ID01","ID01_Session05","Left mouse button pressed",52938,203,"116","598","360.91","397.24"
"365","ID01","ID01_Session05","Left mouse button pressed",65829,156,"29","54","443.89","588.65"
"366","ID01","ID01_Session05","Left mouse button pressed",100110,141,"328","607","628.66","1179.37"
"367","ID01","ID01_Session05","Left mouse button pressed",120533,125,"592","475","295.16","395.63"
"368","ID01","ID01_Session05","Left mouse button pressed",131423,110,"694","345","155.43","815.62"
"369","ID01","ID01_Session05","Left mouse button pressed",147017,891,"273","517","454.40","612.14"
"370","ID01","ID01_Session05","Left mouse button pressed",148267,234,"430","530","12.08","16.00"
"371","ID01","ID01_Session05","Left mouse button pressed",157626,1157,"539","342","217.31","410.29"
"372","ID01","ID01_Session05","Left mouse button pressed",158908,93,"754","441","4.00","4.00"
"373","ID01","ID01_Session05","Left mouse button pressed",170564,594,"583","421","154.12","182.63"
"374","ID01","ID01_Session05","Left mouse button pressed",171283,94,"728","430","6.40","7.65"
"375","ID01","ID01_Session05","Left mouse button pressed",185314,110,"522","385","108.78","1157.49"
"376","ID01","ID01_Session05","Left mouse button pressed",185486,0,"523","385","0.00","0.00"
"377","ID01","ID01_Session05","Left mouse button pressed",186111,63,"542","397","22.47","24.32"
"378","ID01","ID01_Session05","Left mouse button pressed",307393,203,"606","595","235.00","897.51"
"379","ID01","ID01_Session05","Left mouse button pressed",308596,125,"638","605","35.44","52.05"
"380","ID01","ID01_Session05","Left mouse button pressed",436253,157,"22","60","690.60","742.33"
"381","ID01","ID01_Session05","Left mouse button pressed",440613,125,"498","655","761.97","959.78"
"382","ID01","ID01_Session05","Left mouse button pressed",487675,188,"19","56","749.99","807.51"
"383","ID01","ID01_Session05","Left mouse button pressed",496301,140,"46","457","401.91","460.70"
"384","ID01","ID01_Session05","Left mouse button pressed",507769,125,"1010","519","669.16","1004.90"
"385","ID01","ID01_Session05","Left mouse button pressed",508379,109,"939","554","79.16","84.65"
"386","ID01","ID01_Session05","Left mouse button pressed",510004,109,"921","553","13.15","84.12"
"387","ID01","ID01_Session05","Left mouse button pressed",524629,156,"744","632","240.87","297.95"
"388","ID01","ID01_Session05","Left mouse button pressed",527457,1141,"326","366","495.46","571.61"
"389","ID01","ID01_Session05","Left mouse button pressed",529988,156,"191","372","219.08","236.75"
"390","ID01","ID01_Session05","Left mouse button pressed",531238,110,"572","545","418.44","483.84"
"391","ID01","ID01_Session05","Left mouse button pressed",560410,125,"22","65","733.96","942.08"
"392","ID01","ID01_Session05","Left mouse button pressed",567520,93,"66","428","365.66","460.65"
"393","ID01","ID01_Session05","Left mouse button pressed",578176,109,"253","703","341.60","1628.90"
"394","ID01","ID01_Session05","Left mouse button pressed",609848,141,"71","519","258.80","1215.07"
"395","ID01","ID01_Session05","Left mouse button pressed",630520,172,"84","348","139.06","232.14"
"396","ID01","ID01_Session05","Left mouse button pressed",646426,110,"586","468","515.10","689.91"
"397","ID01","ID01_Session05","Left mouse button pressed",681349,78,"612","477","116.11","573.29"
"398","ID01","ID01_Session05","Left mouse button pressed",683380,359,"365","364","264.92","467.16"
"399","ID01","ID01_Session05","Left mouse button pressed",683864,110,"438","372","3.61","3.83"
"400","ID01","ID01_Session05","Left mouse button pressed",692177,156,"494","437","85.80","173.58"
"401","ID01","ID01_Session05","Left mouse button pressed",853959,109,"26","73","592.89","944.02"
"402","ID01","ID01_Session05","Left mouse button pressed",882272,109,"294","597","215.41","409.68"
"403","ID01","ID01_Session05","Left mouse button pressed",1090164,140,"491","582","247.13","1023.20"
"404","ID01","ID01_Session05","Left mouse button pressed",1110542,140,"15","62","695.59","889.13"
"405","ID01","ID01_Session05","Left mouse button pressed",1118668,187,"94","267","219.34","347.15"
"406","ID01","ID01_Session05","Left mouse button pressed",1170112,141,"819","680","392.59","1133.94"
"407","ID01","ID01_Session05","Left mouse button pressed",1177519,125,"243","679","576.00","1117.66"
"408","ID01","ID01_Session05","Left mouse button pressed",1182411,203,"193","671","50.49","367.72"
"409","ID01","ID01_Session05","Left mouse button pressed",1184005,1281,"194","633","38.00","122.00"
"410","ID01","ID01_Session05","Left mouse button pressed",1185442,94,"410","653","19.65","21.71"
"411","ID01","ID01_Session05","Left mouse button pressed",1186989,47,"398","636","20.81","27.83"
"412","ID01","ID01_Session05","Left mouse button pressed",1190912,109,"324","513","143.54","320.10"
"413","ID01","ID01_Session05","Left mouse button pressed",1191099,0,"324","513","0.00","0.00"
"414","ID01","ID01_Session05","Left mouse button pressed",1204898,547,"620","518","294.04","589.76"
"415","ID01","ID01_Session05","Left mouse button pressed",1205617,125,"724","541","10.30","12.83"
"416","ID01","ID01_Session05","Left mouse button pressed",1213305,141,"664","658","131.49","963.94"
"417","ID01","ID01_Session05","Left mouse button pressed",1217228,4078,"472","344","309.92","576.76"
"418","ID01","ID01_Session05","Left mouse button pressed",1226385,125,"718","454","108.58","354.07"
"419","ID01","ID01_Session05","Left mouse button pressed",1240278,2750,"359","494","361.22","376.40"
"420","ID01","ID01_Session05","Left mouse button pressed",1244856,141,"430","503","96.75","126.87"
"421","ID01","ID01_Session05","Left mouse button pressed",1245685,125,"480","497","50.36","66.06"
"422","ID01","ID01_Session05","Left mouse button pressed",1246028,110,"503","497","23.00","23.00"
"423","ID01","ID01_Session05","Left mouse button pressed",1246232,93,"506","497","3.00","3.00"
"424","ID01","ID01_Session05","Left mouse button pressed",1246779,109,"525","494","19.24","21.41"
"425","ID01","ID01_Session05","Left mouse button pressed",1267703,110,"19","58","628.68","730.48"
"426","ID01","ID01_Session05","Left mouse button pressed",1318768,157,"292","538","71.11","1447.77"
"427","ID01","ID01_Session05","Left mouse button pressed",1325362,157,"24","62","546.26","1320.72"
"428","ID01","ID01_Session05","Left mouse button pressed",1341488,110,"758","717","182.89","208.14"
"429","ID01","ID01_Session05","Left mouse button pressed",1348989,140,"917","639","177.10","405.11"
"430","ID01","ID01_Session05","Left mouse button pressed",1350973,141,"341","733","583.62","871.46"
"431","ID01","ID01_Session05","Left mouse button pressed",1351786,140,"230","746","111.76","113.99"
"432","ID01","ID01_Session05","Left mouse button pressed",1355911,141,"20","45","737.96","953.10"
"433","ID01","ID01_Session05","Left mouse button pressed",1359630,140,"760","591","919.63","1124.80"
"434","ID01","ID01_Session05","Left mouse button pressed",1375318,141,"25","64","616.48","695.94"
"435","ID01","ID01_Session05","Left mouse button pressed",1404992,140,"227","708","469.24","1759.63"
"436","ID01","ID01_Session05","Left mouse button pressed",1412054,141,"164","651","84.96","160.58"
"437","ID01","ID01_Session05","Left mouse button pressed",1412758,125,"67","650","97.01","98.48"
"438","ID01","ID01_Session05","Left mouse button pressed",1417211,156,"14","68","568.66","671.43"
"439","ID01","ID01_Session05","Left mouse button pressed",1428243,109,"445","704","269.01","1493.56"
"440","ID01","ID01_Session05","Left mouse button pressed",1674284,109,"30","59","647.76","1094.81"
"441","ID01","ID01_Session05","Left mouse button pressed",1696706,125,"577","557","276.22","868.21"
"442","ID01","ID01_Session05","Left mouse button pressed",1774380,156,"25","69","841.06","995.46"
"443","ID01","ID01_Session06","Left mouse button pressed",0,78,"1227","23","951.59","3018.79"
"444","ID01","ID01_Session06","Left mouse button pressed",1016,47,"1232","386","363.03","414.21"
"445","ID01","ID01_Session06","Left mouse button pressed",15094,125,"738","620","482.27","761.00"
"446","ID01","ID01_Session06","Left mouse button pressed",44798,140,"254","826","526.02","1856.73"
"447","ID01","ID01_Session06","Left mouse button pressed",55001,109,"302","825","48.01","308.77"
"448","ID01","ID01_Session06","Left mouse button pressed",63736,109,"347","829","45.18","1021.44"
"449","ID01","ID01_Session06","Left mouse button pressed",74048,78,"373","830","26.02","99.55"
"450","ID01","ID01_Session06","Left mouse button pressed",91048,125,"431","831","58.01","179.84"
"451","ID01","ID01_Session06","Left mouse button pressed",105423,110,"459","827","28.28","38.06"
"452","ID01","ID01_Session06","Left mouse button pressed",151221,109,"500","821","41.44","87.06"
"453","ID01","ID01_Session06","Left mouse button pressed",172971,78,"546","825","46.17","463.28"
"454","ID01","ID01_Session06","Left mouse button pressed",181549,109,"579","831","33.54","61.17"
"455","ID01","ID01_Session06","Left mouse button pressed",189486,125,"620","830","41.01","43.41"
"456","ID01","ID01_Session06","Left mouse button pressed",194299,47,"665","827","45.10","65.16"
"457","ID01","ID01_Session06","Left mouse button pressed",204455,94,"703","825","38.05","230.67"
"458","ID01","ID01_Session06","Left mouse button pressed",208752,141,"72","646","655.90","693.66"
"459","ID01","ID01_Session06","Left mouse button pressed",267846,141,"15","56","597.44","996.96"
"460","ID01","ID01_Session06","Left mouse button pressed",270674,141,"75","557","504.58","796.17"
"461","ID01","ID01_Session06","Left mouse button pressed",316394,93,"1005","667","911.68","1407.16"
"462","ID01","ID01_Session06","Left mouse button pressed",318987,47,"1098","642","96.30","2032.30"
"463","ID01","ID01_Session06","Left mouse button pressed",329394,125,"551","747","501.86","994.06"
"464","ID01","ID01_Session06","Left mouse button pressed",575458,172,"287","793","459.29","2004.88"
"465","ID01","ID01_Session06","Left mouse button pressed",631146,156,"385","676","152.62","1168.26"
"466","ID01","ID01_Session06","Left mouse button pressed",697380,172,"264","581","44.05","89.26"
"467","ID01","ID01_Session06","Left mouse button pressed",723287,125,"299","696","120.21","510.49"
"468","ID01","ID01_Session06","Left mouse button pressed",813553,141,"369","702","62.59","389.95"
"469","ID01","ID01_Session06","Left mouse button pressed",1109352,125,"684","754","167.72","200.07"
"470","ID01","ID01_Session06","Left mouse button pressed",1178790,140,"714","616","576.26","3387.11"
"471","ID01","ID01_Session06","Left mouse button pressed",1296384,141,"19","55","1038.98","6927.17"
"472","ID01","ID01_Session06","Left mouse button pressed",1299447,125,"1178","494","1239.36","2672.06"
"473","ID01","ID01_Session06","Left mouse button pressed",1346931,110,"304","685","229.43","1554.15"
"474","ID01","ID01_Session06","Left mouse button pressed",1495370,125,"569","732","402.49","517.34"
"475","ID01","ID01_Session06","Left mouse button pressed",1499292,1109,"361","725","208.12","228.10"
"476","ID01","ID01_Session06","Left mouse button pressed",1501057,125,"600","731","6.32","8.00"
"477","ID01","ID01_Session06","Left mouse button pressed",1504120,609,"466","733","134.01","145.55"
"478","ID01","ID01_Session06","Left mouse button pressed",1504964,62,"667","740","97.33","97.83"
"479","ID01","ID01_Session06","Left mouse button pressed",1505854,438,"551","736","116.07","124.67"
"480","ID01","ID01_Session06","Left mouse button pressed",1506495,94,"716","751","43.97","45.48"
"481","ID01","ID01_Session06","Left mouse button pressed",1508104,485,"709","734","18.38","45.41"
"482","ID01","ID01_Session06","Left mouse button pressed",1509011,62,"726","740","37.00","37.83"
"483","ID01","ID01_Session06","Left mouse button pressed",1567464,94,"25","64","538.54","626.16"
"484","ID01","ID01_Session06","Left mouse button pressed",1573152,109,"337","699","707.51","1829.29"
"485","ID01","ID01_Session06","Left mouse button pressed",1577136,875,"396","346","357.90","742.13"
"486","ID01","ID01_Session06","Left mouse button pressed",1578308,140,"655","363","13.04","15.48"
"487","ID01","ID01_Session06","Left mouse button pressed",1646605,63,"780","746","187.72","194.42"
"488","ID01","ID01_Session06","Left mouse button pressed",1681058,1032,"395","725","95.27","182.26"
"489","ID01","ID01_Session06","Left mouse button pressed",1682480,110,"701","730","14.21","17.12"
"490","ID01","ID01_Session06","Left mouse button pressed",1683996,938,"345","742","356.20","374.63"
"491","ID01","ID01_Session06","Left mouse button pressed",1685137,93,"615","757","17.09","17.95"
"492","ID01","ID01_Session06","Left mouse button pressed",1685949,500,"556","732","64.08","71.73"
"493","ID01","ID01_Session06","Left mouse button pressed",1686637,62,"690","755","21.21","23.61"
"494","ID01","ID01_Session06","Left mouse button pressed",1688777,625,"403","648","308.99","331.88"
"495","ID01","ID01_Session06","Left mouse button pressed",1689637,78,"663","655","46.39","46.87"
"496","ID01","ID01_Session06","Left mouse button pressed",1692699,485,"565","632","100.66","292.21"
"497","ID01","ID01_Session06","Left mouse button pressed",1693340,94,"637","651","19.00","19.00"
"498","ID01","ID01_Session06","Left mouse button pressed",1755606,109,"16","58","671.84","1384.53"
"499","ID01","ID01_Session06","Left mouse button pressed",1760825,172,"43","501","443.82","1022.65"
"500","ID01","ID01_Session07","Left mouse button pressed",0,109,"1001","22","966.05","3741.00"
"501","ID01","ID01_Session07","Left mouse button pressed",6797,109,"1164","454","461.73","508.78"
"502","ID01","ID01_Session07","Left mouse button pressed",28500,156,"622","660","580.33","1120.60"
"503","ID01","ID01_Session07","Left mouse button pressed",33406,109,"491","124","213.74","255.17"
"504","ID01","ID01_Session07","Left mouse button pressed",55875,94,"282","453","389.77","973.06"
"505","ID01","ID01_Session07","Left mouse button pressed",86094,125,"77","697","426.43","445.74"
"506","ID01","ID01_Session07","Left mouse button pressed",98797,109,"26","60","632.99","913.36"
"507","ID01","ID01_Session07","Left mouse button pressed",103797,62,"741","660","97.45","121.35"
"508","ID01","ID01_Session07","Left mouse button pressed",130609,141,"19","60","872.08","973.99"
"509","ID01","ID01_Session07","Left mouse button pressed",137219,109,"335","545","578.86","627.61"
"510","ID01","ID01_Session07","Left mouse button pressed",270422,93,"17","69","415.23","3017.27"
"511","ID01","ID01_Session07","Left mouse button pressed",284937,141,"823","677","172.57","254.98"
"512","ID01","ID01_Session07","Left mouse button pressed",291265,94,"18","57","867.10","1040.72"
"513","ID01","ID01_Session07","Left mouse button pressed",343406,78,"1183","662","647.82","1134.55"
"514","ID01","ID01_Session07","Left mouse button pressed",347953,78,"1022","914","330.95","360.53"
"515","ID01","ID01_Session07","Left mouse button pressed",355015,110,"714","568","421.90","484.85"
"516","ID01","ID01_Session07","Left mouse button pressed",430453,109,"713","826","113.99","328.73"
"517","ID01","ID01_Session07","Left mouse button pressed",483969,125,"21","61","1164.28","1297.21"
"518","ID01","ID01_Session07","Left mouse button pressed",499047,109,"65","451","392.47","2241.36"
"519","ID01","ID01_Session07","Left mouse button pressed",510703,141,"778","687","740.62","1270.81"
"520","ID01","ID01_Session07","Left mouse button pressed",586359,94,"5","561","783.20","1382.18"
"521","ID01","ID01_Session07","Left mouse button pressed",594344,140,"19","63","590.26","736.54"
"522","ID01","ID01_Session07","Left mouse button pressed",608719,187,"97","575","517.91","1692.31"
"523","ID01","ID01_Session07","Left mouse button pressed",657469,109,"446","660","452.77","487.15"
"524","ID01","ID01_Session07","Left mouse button pressed",663594,109,"185","665","261.05","523.66"
"525","ID01","ID01_Session07","Left mouse button pressed",664328,141,"102","630","90.08","94.41"
"526","ID01","ID01_Session07","Left mouse button pressed",666515,110,"19","52","566.01","664.51"
"527","ID01","ID01_Session07","Left mouse button pressed",696890,125,"337","462","249.90","407.22"
"528","ID01","ID01_Session07","Left mouse button pressed",750062,94,"300","490","291.80","354.62"
"529","ID01","ID01_Session07","Left mouse button pressed",856890,125,"66","642","735.03","1582.37"
"530","ID01","ID01_Session07","Left mouse button pressed",933172,125,"54","519","613.06","801.79"
"531","ID01","ID01_Session07","Left mouse button pressed",967422,109,"786","572","711.29","3166.75"
"532","ID01","ID01_Session07","Left mouse button pressed",970328,78,"513","664","288.09","463.04"
"533","ID01","ID01_Session07","Left mouse button pressed",971875,125,"22","730","495.42","555.85"
"534","ID01","ID01_Session07","Left mouse button pressed",1138328,141,"72","737","329.87","3747.83"
"535","ID01","ID01_Session07","Left mouse button pressed",1175922,172,"27","61","650.99","901.21"
"536","ID01","ID01_Session07","Left mouse button pressed",1186359,110,"679","323","51.24","319.39"
"537","ID01","ID01_Session07","Left mouse button pressed",1195844,109,"573","331","106.30","1080.31"
"538","ID01","ID01_Session07","Left mouse button pressed",1214562,125,"816","741","476.60","1260.49"
"539","ID01","ID01_Session07","Left mouse button pressed",1216000,94,"839","798","61.47","157.32"
"540","ID01","ID01_Session07","Left mouse button pressed",1223734,203,"1198","753","361.81","520.96"
"541","ID01","ID01_Session07","Left mouse button pressed",1242734,156,"457","257","376.05","1260.09"
"542","ID01","ID01_Session07","Left mouse button pressed",1246484,78,"774","335","326.46","483.21"
"543","ID01","ID01_Session07","Left mouse button pressed",1263515,141,"185","269","715.04","1081.35"
"544","ID01","ID01_Session07","Left mouse button pressed",1283250,78,"628","763","663.54","1383.57"
"545","ID01","ID01_Session07","Left mouse button pressed",1287187,94,"801","530","290.20","1020.49"
"546","ID01","ID01_Session07","Left mouse button pressed",1295000,109,"783","547","24.76","63.49"
"547","ID01","ID01_Session07","Left mouse button pressed",1301312,125,"783","547","0.00","0.00"
"548","ID01","ID01_Session07","Left mouse button pressed",1310734,110,"788","520","27.46","29.66"
"549","ID01","ID01_Session07","Left mouse button pressed",1320422,125,"789","520","0.00","0.00"
"550","ID01","ID01_Session07","Left mouse button pressed",1327390,157,"789","520","0.00","0.00"
"551","ID01","ID01_Session07","Left mouse button pressed",1330484,188,"789","520","0.00","0.00"
"552","ID01","ID01_Session07","Left mouse button pressed",1339953,109,"795","563","237.12","360.17"
"553","ID01","ID01_Session07","Left mouse button pressed",1346625,140,"798","509","105.48","113.04"
"554","ID01","ID01_Session07","Left mouse button pressed",1352422,140,"798","509","0.00","0.00"
"555","ID01","ID01_Session07","Left mouse button pressed",1360062,125,"798","509","0.00","0.00"
"556","ID01","ID01_Session07","Left mouse button pressed",1366000,156,"798","509","0.00","0.00"
"557","ID01","ID01_Session07","Left mouse button pressed",1371359,172,"576","493","222.58","246.74"
"558","ID01","ID01_Session07","Left mouse button pressed",1377734,125,"783","454","565.89","685.82"
"559","ID01","ID01_Session07","Left mouse button pressed",1381484,94,"162","425","621.68","740.13"
"560","ID01","ID01_Session07","Left mouse button pressed",1388890,141,"787","475","627.00","1148.94"
"561","ID01","ID01_Session07","Left mouse button pressed",1392187,110,"781","468","9.22","13.00"
"562","ID01","ID01_Session07","Left mouse button pressed",1397062,125,"777","461","8.06","18.41"
"563","ID01","ID01_Session07","Left mouse button pressed",1399515,141,"777","461","0.00","0.00"
