"","userID","sessionID","actionTaken","timelineMSEC","durationMSEC","X","Y","Rel__dist_","Total_dist_"
"564","ID01","ID01_Session07","Left mouse button pressed",1402844,140,"777","461","0.00","0.00"
"565","ID01","ID01_Session07","Left mouse button pressed",1405078,141,"777","461","0.00","0.00"
"566","ID01","ID01_Session07","Left mouse button pressed",1407156,109,"788","461","11.00","11.00"
"567","ID01","ID01_Session07","Left mouse button pressed",1409797,172,"789","462","1.00","1.00"
"568","ID01","ID01_Session07","Left mouse button pressed",1415187,110,"476","215","398.72","1213.61"
"569","ID01","ID01_Session07","Left mouse button pressed",1436078,94,"482","121","327.88","421.21"
"570","ID01","ID01_Session07","Left mouse button pressed",1440437,110,"91","603","620.65","3870.70"
"571","ID01","ID01_Session07","Left mouse button pressed",1447094,109,"92","551","106.78","1508.90"
"572","ID01","ID01_Session07","Left mouse button pressed",1465609,125,"7","544","94.01","159.54"
"573","ID01","ID01_Session07","Left mouse button pressed",1467547,93,"607","569","83.17","87.78"
"574","ID01","ID01_Session07","Left mouse button pressed",1470687,78,"29","55","773.49","978.82"
"575","ID01","ID01_Session07","Left mouse button pressed",1473203,94,"720","576","865.40","1091.40"
"576","ID01","ID01_Session07","Left mouse button pressed",1473906,63,"719","601","25.02","27.41"
"577","ID01","ID01_Session07","Left mouse button pressed",1474469,62,"718","569","32.02","32.24"
"578","ID01","ID01_Session07","Left mouse button pressed",1478594,93,"242","828","541.90","1399.39"
"579","ID01","ID01_Session07","Left mouse button pressed",1496109,94,"281","828","39.00","1901.17"
"580","ID01","ID01_Session07","Left mouse button pressed",1528984,125,"319","830","38.05","368.18"
"581","ID01","ID01_Session07","Left mouse button pressed",1558344,109,"355","837","36.67","880.40"
"582","ID01","ID01_Session07","Left mouse button pressed",1579312,172,"649","660","343.17","434.45"
"583","ID01","ID01_Session07","Left mouse button pressed",1597890,125,"404","822","293.72","427.12"
"584","ID01","ID01_Session07","Left mouse button pressed",1609703,125,"438","821","33.02","615.15"
"585","ID01","ID01_Session07","Left mouse button pressed",1613062,125,"482","823","44.05","63.94"
"586","ID01","ID01_Session07","Left mouse button pressed",1651265,172,"514","831","32.98","35.11"
"587","ID01","ID01_Session07","Left mouse button pressed",1660812,125,"559","832","45.01","45.16"
"588","ID01","ID01_Session07","Left mouse button pressed",1663219,109,"42","780","519.61","527.30"
"589","ID01","ID01_Session07","Left mouse button pressed",1666625,62,"22","58","712.31","1483.30"
"590","ID01","ID01_Session07","Left mouse button pressed",1670703,78,"14","556","498.06","1582.39"
"591","ID01","ID01_Session07","Left mouse button pressed",1704937,110,"741","652","685.09","1734.49"
"592","ID01","ID01_Session07","Left mouse button pressed",1716984,63,"304","827","241.60","497.74"
"593","ID01","ID01_Session07","Left mouse button pressed",1726172,109,"714","817","368.15","574.97"
"594","ID01","ID01_Session07","Left mouse button pressed",1743640,125,"746","758","39.82","254.55"
"595","ID01","ID01_Session07","Left mouse button pressed",1744109,110,"749","758","3.00","3.00"
"596","ID01","ID01_Session07","Left mouse button pressed",1745469,62,"171","278","639.24","737.53"
"597","ID01","ID01_Session07","Left mouse button pressed",1748594,93,"196","163","117.69","196.53"
"598","ID01","ID01_Session07","Left mouse button pressed",1756890,125,"23","53","329.95","565.61"
"599","ID01","ID01_Session07","Left mouse button pressed",1759312,94,"22","61","8.06","114.11"
"600","ID01","ID01_Session07","Left mouse button pressed",1761812,141,"23","61","1.00","1.00"
"601","ID01","ID01_Session07","Left mouse button pressed",1762781,94,"23","61","0.00","0.00"
"602","ID01","ID01_Session07","Left mouse button pressed",1777625,78,"284","744","452.12","2446.86"
"603","ID01","ID01_Session07","Left mouse button pressed",1784312,157,"79","802","213.05","541.06"
"604","ID01","ID01_Session07","Left mouse button pressed",1789765,110,"24","49","708.00","750.17"
"605","ID01","ID01_Session07","Left mouse button pressed",1810203,141,"1167","463","1215.67","1873.24"
"606","ID01","ID01_Session08","Left mouse button pressed",0,140,"25","496","496.63","3400.22"
"607","ID01","ID01_Session08","Left mouse button pressed",21984,94,"18","578","82.30","3289.59"
"608","ID01","ID01_Session08","Left mouse button pressed",26812,125,"752","179","838.17","1275.38"
"609","ID01","ID01_Session08","Left mouse button pressed",32875,109,"565","334","242.89","1993.95"
"610","ID01","ID01_Session08","Left mouse button pressed",48297,109,"270","531","246.01","378.37"
"611","ID01","ID01_Session08","Left mouse button pressed",53000,125,"21","64","669.94","797.35"
"612","ID01","ID01_Session08","Left mouse button pressed",70375,110,"168","245","488.73","1633.64"
"613","ID01","ID01_Session08","Left mouse button pressed",108610,125,"381","271","279.03","1654.76"
"614","ID01","ID01_Session08","Left mouse button pressed",121969,125,"495","642","388.12","3156.61"
"615","ID01","ID01_Session08","Left mouse button pressed",134563,578,"552","551","107.38","449.43"
"616","ID01","ID01_Session08","Left mouse button pressed",135313,125,"663","608","41.23","41.96"
"617","ID01","ID01_Session08","Left mouse button pressed",184673,94,"925","723","68.01","99.94"
"618","ID01","ID01_Session08","Left mouse button pressed",224923,203,"626","657","306.20","1196.66"
"619","ID01","ID01_Session08","Left mouse button pressed",296142,110,"859","412","120.51","687.05"
"620","ID01","ID01_Session08","Left mouse button pressed",356393,1625,"453","631","297.93","793.38"
"621","ID01","ID01_Session08","Left mouse button pressed",358799,141,"487","662","41.77","47.16"
"622","ID01","ID01_Session08","Left mouse button pressed",392877,94,"383","239","485.42","806.01"
"623","ID01","ID01_Session08","Left mouse button pressed",414362,140,"887","751","718.44","1957.70"
"624","ID01","ID01_Session08","Left mouse button pressed",420815,109,"486","694","405.03","673.57"
"625","ID01","ID01_Session08","Left mouse button pressed",425549,672,"285","504","276.59","654.23"
"626","ID01","ID01_Session08","Left mouse button pressed",426471,125,"439","541","22.14","24.18"
"627","ID01","ID01_Session08","Left mouse button pressed",429534,109,"405","632","418.17","598.71"
"628","ID01","ID01_Session08","Left mouse button pressed",474097,109,"31","57","730.76","993.26"
"629","ID01","ID01_Session08","Left mouse button pressed",488269,109,"510","713","134.13","195.02"
"630","ID01","ID01_Session08","Left mouse button pressed",520847,156,"183","330","529.08","969.66"
"631","ID01","ID01_Session08","Left mouse button pressed",521503,94,"342","343","151.48","176.69"
"632","ID01","ID01_Session08","Left mouse button pressed",528331,78,"25","68","419.66","1325.57"
"633","ID01","ID01_Session08","Left mouse button pressed",559894,109,"636","768","23.77","24.50"
"634","ID01","ID01_Session08","Left mouse button pressed",562050,641,"290","295","586.04","699.29"
"635","ID01","ID01_Session08","Left mouse button pressed",563222,94,"739","321","78.23","132.38"
"636","ID01","ID01_Session08","Left mouse button pressed",572957,109,"632","589","288.57","642.00"
"637","ID01","ID01_Session08","Left mouse button pressed",573144,0,"632","589","0.00","0.00"
"638","ID01","ID01_Session08","Left mouse button pressed",576785,625,"583","604","51.24","344.05"
"639","ID01","ID01_Session08","Left mouse button pressed",600254,1265,"587","553","94.58","466.89"
"640","ID01","ID01_Session08","Left mouse button pressed",616707,125,"26","52","872.06","911.08"
"641","ID01","ID01_Session08","Left mouse button pressed",627785,94,"993","692","875.89","1853.89"
"642","ID01","ID01_Session08","Left mouse button pressed",650410,110,"15","59","709.20","1023.82"
"643","ID01","ID01_Session08","Left mouse button pressed",659238,94,"562","673","47.54","122.30"
"644","ID01","ID01_Session08","Left mouse button pressed",665442,93,"919","653","357.56","616.22"
"645","ID01","ID01_Session08","Left mouse button pressed",665942,93,"919","647","6.00","6.00"
"646","ID01","ID01_Session08","Left mouse button pressed",670410,141,"404","740","523.33","1205.84"
"647","ID01","ID01_Session08","Left mouse button pressed",672895,109,"451","740","47.00","47.00"
"648","ID01","ID01_Session08","Left mouse button pressed",679223,141,"469","737","18.25","21.00"
"649","ID01","ID01_Session08","Left mouse button pressed",681410,110,"510","733","41.19","141.70"
"650","ID01","ID01_Session08","Left mouse button pressed",683879,110,"541","738","31.40","89.00"
"651","ID01","ID01_Session08","Left mouse button pressed",685551,156,"569","738","28.00","29.41"
"652","ID01","ID01_Session08","Left mouse button pressed",692629,94,"603","743","34.37","637.36"
"653","ID01","ID01_Session08","Left mouse button pressed",694536,93,"638","737","35.51","41.84"
"654","ID01","ID01_Session08","Left mouse button pressed",698754,78,"674","734","36.12","582.95"
"655","ID01","ID01_Session08","Left mouse button pressed",711145,125,"25","51","542.05","671.27"
"656","ID01","ID01_Session08","Left mouse button pressed",722536,125,"491","787","312.00","316.59"
"657","ID01","ID01_Session08","Left mouse button pressed",743364,47,"842","241","555.06","646.51"
"658","ID01","ID01_Session08","Left mouse button pressed",757473,110,"607","404","286.00","802.89"
"659","ID01","ID01_Session08","Left mouse button pressed",1143413,110,"958","686","450.25","2060.83"
"660","ID01","ID01_Session08","Left mouse button pressed",1144195,93,"837","735","130.55","138.80"
"661","ID01","ID01_Session08","Left mouse button pressed",1148085,110,"710","717","128.27","306.66"
"662","ID01","ID01_Session08","Left mouse button pressed",1150835,172,"540","604","206.67","219.64"
"663","ID01","ID01_Session08","Left mouse button pressed",1171289,156,"276","421","235.73","382.97"
"664","ID01","ID01_Session08","Left mouse button pressed",1183429,141,"255","785","364.61","1953.44"
"665","ID01","ID01_Session08","Left mouse button pressed",1188586,78,"289","788","34.13","205.68"
"666","ID01","ID01_Session08","Left mouse button pressed",1190257,94,"338","788","49.00","100.17"
"667","ID01","ID01_Session08","Left mouse button pressed",1199351,110,"379","777","42.45","1197.38"
"668","ID01","ID01_Session08","Left mouse button pressed",1206008,93,"425","782","46.27","637.57"
"669","ID01","ID01_Session08","Left mouse button pressed",1209070,94,"468","771","44.38","79.02"
"670","ID01","ID01_Session08","Left mouse button pressed",1211226,125,"498","788","34.48","38.38"
"671","ID01","ID01_Session08","Left mouse button pressed",1214164,156,"551","781","53.46","73.00"
"672","ID01","ID01_Session08","Left mouse button pressed",1220726,141,"580","779","29.07","514.11"
"673","ID01","ID01_Session08","Left mouse button pressed",1223930,93,"629","774","49.25","184.87"
"674","ID01","ID01_Session08","Left mouse button pressed",1227695,141,"664","784","36.40","39.96"
"675","ID01","ID01_Session08","Left mouse button pressed",1232492,125,"702","777","38.64","98.29"
"676","ID01","ID01_Session08","Left mouse button pressed",1237023,110,"614","238","546.14","1641.92"
"677","ID01","ID01_Session08","Left mouse button pressed",1259664,156,"536","692","460.65","1609.38"
"678","ID01","ID01_Session08","Left mouse button pressed",1323868,125,"10","61","710.62","954.53"
"679","ID01","ID01_Session08","Left mouse button pressed",1342477,110,"24","490","569.53","760.28"
"680","ID01","ID01_Session08","Left mouse button pressed",1352571,125,"353","540","238.20","316.54"
"681","ID01","ID01_Session08","Left mouse button pressed",1353540,109,"810","543","457.01","487.57"
"682","ID01","ID01_Session08","Left mouse button pressed",1375259,156,"733","239","410.02","809.73"
"683","ID01","ID01_Session08","Left mouse button pressed",1395477,79,"736","491","644.00","984.88"
"684","ID01","ID01_Session08","Left mouse button pressed",1401321,94,"485","120","447.93","1879.49"
"685","ID01","ID01_Session08","Left mouse button pressed",1402681,125,"1187","300","724.71","757.48"
"686","ID01","ID01_Session08","Left mouse button pressed",1404618,78,"961","441","266.38","276.12"
"687","ID01","ID01_Session08","Left mouse button pressed",1427400,125,"27","65","590.55","1962.56"
"688","ID01","ID01_Session08","Left mouse button pressed",1439540,110,"420","238","570.14","1090.17"
"689","ID01","ID01_Session08","Left mouse button pressed",1449040,157,"323","515","293.49","1087.51"
"690","ID01","ID01_Session08","Left mouse button pressed",1520431,125,"14","64","581.21","704.60"
"691","ID01","ID01_Session08","Left mouse button pressed",1535588,62,"314","676","461.53","549.92"
"692","ID01","ID01_Session08","Left mouse button pressed",1553494,141,"232","776","234.83","2804.43"
"693","ID01","ID01_Session08","Left mouse button pressed",1555057,109,"241","772","9.85","49.96"
"694","ID01","ID01_Session08","Left mouse button pressed",1567479,718,"592","701","358.11","799.54"
"695","ID01","ID01_Session08","Left mouse button pressed",1568322,94,"671","701","0.00","0.00"
"696","ID01","ID01_Session08","Left mouse button pressed",1568494,0,"671","701","0.00","0.00"
"697","ID01","ID01_Session08","Left mouse button pressed",1568650,63,"671","701","0.00","0.00"
"698","ID01","ID01_Session08","Left mouse button pressed",1570025,110,"273","772","404.28","428.08"
"699","ID01","ID01_Session08","Left mouse button pressed",1581010,109,"321","773","48.01","2637.18"
"700","ID01","ID01_Session08","Left mouse button pressed",1590322,94,"353","778","32.39","713.94"
"701","ID01","ID01_Session08","Left mouse button pressed",1599401,109,"396","778","43.00","1539.45"
"702","ID01","ID01_Session08","Left mouse button pressed",1610307,172,"447","776","51.04","1018.73"
"703","ID01","ID01_Session08","Left mouse button pressed",1619385,110,"486","774","39.05","93.06"
"704","ID01","ID01_Session08","Left mouse button pressed",1627760,94,"27","58","801.24","1100.54"
"705","ID01","ID01_Session08","Left mouse button pressed",1654510,110,"336","233","117.14","758.84"
"706","ID01","ID01_Session08","Left mouse button pressed",1674292,94,"600","852","379.80","527.74"
"707","ID01","ID01_Session08","Left mouse button pressed",1690933,140,"151","425","495.60","517.53"
"708","ID01","ID01_Session08","Left mouse button pressed",1695292,125,"157","580","155.12","191.48"
"709","ID01","ID01_Session08","Left mouse button pressed",1698354,110,"156","232","699.05","717.71"
"710","ID01","ID01_Session08","Left mouse button pressed",1722526,94,"628","709","671.05","1654.99"
"711","ID01","ID01_Session08","Left mouse button pressed",1748511,141,"166","229","398.78","471.04"
"712","ID01","ID01_Session08","Left mouse button pressed",1761917,110,"776","948","942.90","1226.39"
"713","ID01","ID01_Session08","Left mouse button pressed",1788011,94,"486","123","684.27","1814.46"
"714","ID01","ID01_Session08","Left mouse button pressed",1801386,94,"1185","851","166.38","183.02"
"715","ID01","ID01_Session08","Left mouse button pressed",1802449,125,"1192","919","68.36","269.29"
"716","ID01","ID01_Session08","Left mouse button pressed",1804027,125,"1160","739","182.82","253.23"
"717","ID01","ID01_Session09","Left mouse button pressed",0,79,"65","457","461.60","3263.68"
"718","ID01","ID01_Session09","Left mouse button pressed",4688,125,"95","375","87.32","209.56"
"719","ID01","ID01_Session09","Left mouse button pressed",16250,110,"63","477","106.90","818.78"
"720","ID01","ID01_Session09","Left mouse button pressed",60891,110,"92","482","31.89","2206.28"
"721","ID01","ID01_Session09","Left mouse button pressed",190783,109,"1164","891","1147.37","9241.49"
"722","ID01","ID01_Session09","Left mouse button pressed",223049,109,"54","614","1121.35","4168.58"
"723","ID01","ID01_Session09","Left mouse button pressed",227158,94,"392","242","497.56","552.96"
"724","ID01","ID01_Session09","Left mouse button pressed",264127,94,"45","538","456.10","3779.91"
"725","ID01","ID01_Session09","Left mouse button pressed",281705,125,"483","580","405.83","647.68"
"726","ID01","ID01_Session09","Left mouse button pressed",304877,125,"366","661","351.14","363.85"
"727","ID01","ID01_Session09","Left mouse button pressed",344768,156,"114","431","128.32","553.76"
"728","ID01","ID01_Session09","Left mouse button pressed",347049,110,"160","570","243.84","267.41"
"729","ID01","ID01_Session09","Left mouse button pressed",347987,109,"51","518","120.77","165.09"
"730","ID01","ID01_Session09","Left mouse button pressed",349143,141,"182","273","226.76","282.42"
"731","ID01","ID01_Session09","Left mouse button pressed",356706,94,"595","694","356.45","489.95"
"732","ID01","ID01_Session09","Left mouse button pressed",400847,125,"24","528","230.87","435.32"
"733","ID01","ID01_Session09","Left mouse button pressed",420597,109,"161","450","142.78","365.74"
"734","ID01","ID01_Session09","Left mouse button pressed",448785,93,"175","268","125.10","295.41"
"735","ID01","ID01_Session09","Left mouse button pressed",453050,110,"327","266","152.01","318.92"
"736","ID01","ID01_Session09","Left mouse button pressed",561910,94,"663","648","320.41","464.40"
"737","ID01","ID01_Session09","Left mouse button pressed",585957,172,"178","240","331.39","694.62"
"738","ID01","ID01_Session09","Left mouse button pressed",638661,140,"620","419","245.71","2889.13"
"739","ID01","ID01_Session09","Left mouse button pressed",646692,156,"966","538","376.09","837.88"
"740","ID01","ID01_Session09","Left mouse button pressed",671286,156,"1189","456","304.01","347.71"
"741","ID01","ID01_Session09","Left mouse button pressed",691145,172,"88","453","1065.79","1505.09"
"742","ID01","ID01_Session09","Left mouse button pressed",739583,94,"559","450","447.05","4222.17"
"743","ID01","ID01_Session09","Left mouse button pressed",763833,141,"492","118","381.19","489.40"
"744","ID01","ID01_Session09","Left mouse button pressed",889287,141,"627","675","239.95","813.88"
"745","ID01","ID01_Session09","Left mouse button pressed",955319,109,"12","547","674.44","844.82"
"746","ID01","ID01_Session09","Left mouse button pressed",958132,140,"177","237","332.40","678.56"
"747","ID01","ID01_Session09","Left mouse button pressed",961678,94,"50","441","240.30","1422.11"
"748","ID01","ID01_Session09","Left mouse button pressed",1024366,94,"32","547","319.34","610.79"
"749","ID01","ID01_Session09","Left mouse button pressed",1071695,172,"67","545","10.30","13.41"
"750","ID01","ID01_Session09","Left mouse button pressed",1289181,156,"436","231","445.07","1582.64"
"751","ID01","ID01_Session09","Left mouse button pressed",1291243,94,"233","496","333.82","360.27"
"752","ID01","ID01_Session09","Left mouse button pressed",1299056,93,"260","721","173.40","273.81"
"753","ID01","ID01_Session09","Left mouse button pressed",1303790,125,"272","720","12.04","210.42"
"754","ID01","ID01_Session09","Left mouse button pressed",1313837,125,"300","712","29.12","135.97"
"755","ID01","ID01_Session09","Left mouse button pressed",1338071,204,"335","720","35.90","856.10"
"756","ID01","ID01_Session09","Left mouse button pressed",1344540,141,"373","711","39.05","212.70"
"757","ID01","ID01_Session09","Left mouse button pressed",1348384,125,"422","719","49.65","152.60"
"758","ID01","ID01_Session09","Left mouse button pressed",1359478,94,"466","714","44.28","1955.37"
"759","ID01","ID01_Session09","Left mouse button pressed",1365665,110,"514","715","48.01","71.82"
"760","ID01","ID01_Session09","Left mouse button pressed",1377369,93,"548","704","35.74","1235.02"
"761","ID01","ID01_Session09","Left mouse button pressed",1387150,94,"585","721","40.72","160.80"
"762","ID01","ID01_Session09","Left mouse button pressed",1391119,125,"624","723","39.05","39.83"
"763","ID01","ID01_Session09","Left mouse button pressed",1393712,94,"670","715","46.69","76.71"
"764","ID01","ID01_Session09","Left mouse button pressed",1394994,140,"693","715","23.00","23.00"
"765","ID01","ID01_Session09","Left mouse button pressed",1396478,94,"751","716","58.01","59.00"
"766","ID01","ID01_Session09","Left mouse button pressed",1398853,94,"273","711","478.03","482.58"
"767","ID01","ID01_Session09","Left mouse button pressed",1400072,109,"297","704","25.00","31.00"
"768","ID01","ID01_Session09","Left mouse button pressed",1400947,78,"333","705","36.01","37.83"
"769","ID01","ID01_Session09","Left mouse button pressed",1403134,188,"80","616","268.20","329.79"
"770","ID01","ID01_Session09","Left mouse button pressed",1412963,125,"169","235","433.23","557.49"
"771","ID01","ID01_Session09","Left mouse button pressed",1421541,172,"116","624","392.59","1903.37"
"772","ID01","ID01_Session09","Left mouse button pressed",1571776,94,"49","770","145.03","293.69"
"773","ID01","ID01_Session09","Left mouse button pressed",1581448,109,"83","643","406.16","635.23"
"774","ID01","ID01_Session09","Left mouse button pressed",1666074,140,"119","612","49.52","68.51"
"775","ID01","ID01_Session09","Left mouse button pressed",1697761,125,"35","650","168.72","388.16"
"776","ID01","ID01_Session09","Left mouse button pressed",1727527,94,"82","704","49.65","169.55"
"777","ID01","ID01_Session09","Left mouse button pressed",1808074,110,"83","772","358.27","377.46"
"778","ID01","ID01_Session10","Left mouse button pressed",0,63,"1185","895","65.76","69.74"
"779","ID01","ID01_Session10","Left mouse button pressed",12469,94,"496","731","708.25","1076.49"
"780","ID01","ID01_Session10","Left mouse button pressed",73250,110,"63","739","52.50","2592.71"
"781","ID01","ID01_Session10","Left mouse button pressed",76750,94,"32","54","769.05","990.81"
"782","ID01","ID01_Session10","Left mouse button pressed",82625,125,"233","527","513.94","2318.90"
"783","ID01","ID01_Session10","Left mouse button pressed",88016,94,"465","553","233.45","655.56"
"784","ID01","ID01_Session10","Left mouse button pressed",188672,157,"54","596","490.02","550.62"
"785","ID01","ID01_Session10","Left mouse button pressed",243454,140,"57","502","91.01","211.74"
"786","ID01","ID01_Session10","Left mouse button pressed",246938,94,"178","267","330.26","443.44"
"787","ID01","ID01_Session10","Left mouse button pressed",254688,94,"585","688","176.50","247.36"
"788","ID01","ID01_Session10","Left mouse button pressed",277672,94,"233","913","417.77","1622.86"
"789","ID01","ID01_Session10","Left mouse button pressed",288282,93,"285","911","52.04","353.49"
"790","ID01","ID01_Session10","Left mouse button pressed",295079,109,"318","906","33.38","298.02"
"791","ID01","ID01_Session10","Left mouse button pressed",305172,78,"366","909","48.09","197.11"
"792","ID01","ID01_Session10","Left mouse button pressed",314172,63,"397","916","31.78","384.91"
"793","ID01","ID01_Session10","Left mouse button pressed",319454,78,"437","912","40.20","385.00"
"794","ID01","ID01_Session10","Left mouse button pressed",334047,110,"478","911","41.01","2210.56"
"795","ID01","ID01_Session10","Left mouse button pressed",342750,94,"530","917","52.35","291.14"
"796","ID01","ID01_Session10","Left mouse button pressed",348360,94,"561","854","142.94","169.90"
"797","ID01","ID01_Session10","Left mouse button pressed",360860,109,"567","864","11.66","158.75"
"798","ID01","ID01_Session10","Left mouse button pressed",377922,188,"95","728","491.20","502.74"
"799","ID01","ID01_Session10","Left mouse button pressed",392610,94,"27","62","680.12","1234.59"
"800","ID01","ID01_Session10","Left mouse button pressed",417516,94,"1013","859","905.06","1060.14"
"801","ID01","ID01_Session10","Left mouse button pressed",441766,94,"375","793","641.40","8424.95"
"802","ID01","ID01_Session10","Left mouse button pressed",452782,109,"334","271","548.18","2564.07"
"803","ID01","ID01_Session10","Left mouse button pressed",464032,140,"621","581","422.46","560.44"
"804","ID01","ID01_Session10","Left mouse button pressed",467860,125,"440","673","203.04","812.78"
"805","ID01","ID01_Session10","Left mouse button pressed",468610,125,"648","575","229.93","238.87"
"806","ID01","ID01_Session10","Left mouse button pressed",469422,110,"649","575","1.00","1.00"
"807","ID01","ID01_Session10","Left mouse button pressed",470782,78,"1062","647","419.23","488.21"
"808","ID01","ID01_Session10","Left mouse button pressed",471094,78,"1060","642","5.39","7.00"
"809","ID01","ID01_Session10","Left mouse button pressed",476500,625,"208","339","904.27","1339.69"
"810","ID01","ID01_Session10","Left mouse button pressed",483625,63,"52","481","460.19","775.61"
"811","ID01","ID01_Session10","Left mouse button pressed",546016,156,"29","62","698.58","2287.86"
"812","ID01","ID01_Session10","Left mouse button pressed",553829,93,"588","729","161.12","247.51"
"813","ID01","ID01_Session10","Left mouse button pressed",555188,62,"1078","792","494.03","567.51"
"814","ID01","ID01_Session10","Left mouse button pressed",694907,4359,"554","682","535.42","3885.58"
"815","ID01","ID01_Session10","Left mouse button pressed",701547,47,"8","59","939.78","1432.36"
"816","ID01","ID01_Session10","Left mouse button pressed",707844,63,"618","852","1000.47","3376.19"
"817","ID01","ID01_Session10","Left mouse button pressed",714485,109,"1045","798","285.11","713.09"
"818","ID01","ID01_Session10","Left mouse button pressed",781766,94,"21","55","1265.16","3706.73"
"819","ID01","ID01_Session10","Left mouse button pressed",860448,140,"540","356","261.66","965.48"
"820","ID01","ID01_Session10","Left mouse button pressed",863495,94,"1050","416","513.52","915.54"
"821","ID01","ID01_Session10","Left mouse button pressed",865136,94,"474","616","609.73","616.17"
"822","ID01","ID01_Session10","Left mouse button pressed",866730,109,"49","664","427.70","615.62"
"823","ID01","ID01_Session10","Left mouse button pressed",971671,1797,"313","693","244.86","2419.32"
"824","ID01","ID01_Session10","Left mouse button pressed",1245235,172,"40","755","264.61","6358.65"
"825","ID01","ID01_Session10","Left mouse button pressed",1295066,125,"77","660","91.09","918.72"
"826","ID01","ID01_Session10","Left mouse button pressed",1299332,94,"159","268","675.82","2102.87"
"827","ID01","ID01_Session10","Left mouse button pressed",1310645,78,"478","660","155.47","329.60"
"828","ID01","ID01_Session10","Left mouse button pressed",1367821,141,"224","272","463.75","1347.39"
"829","ID01","ID01_Session10","Left mouse button pressed",1380040,79,"208","722","175.19","299.29"
"830","ID01","ID01_Session10","Left mouse button pressed",1382728,78,"821","743","613.36","660.86"
"831","ID01","ID01_Session10","Left mouse button pressed",1499529,125,"161","276","286.79","366.59"
"832","ID01","ID01_Session10","Left mouse button pressed",1527280,109,"1188","535","1059.16","2296.61"
"833","ID01","ID01_Session10","Left mouse button pressed",1641064,156,"88","653","886.84","1169.76"
"834","ID01","ID01_Session10","Left mouse button pressed",1650189,125,"61","634","392.80","2038.00"
"835","ID01","ID01_Session10","Left mouse button pressed",1669127,125,"86","597","603.86","900.64"
"836","ID01","ID01_Session10","Left mouse button pressed",1685799,203,"386","263","388.20","724.30"
"837","ID01","ID01_Session10","Left mouse button pressed",1695737,63,"904","736","701.46","1291.06"
"838","ID01","ID01_Session10","Left mouse button pressed",1699753,94,"1145","698","243.98","656.21"
"839","ID01","ID01_Session10","Left mouse button pressed",1700690,110,"879","641","272.04","294.21"
"840","ID01","ID01_Session10","Left mouse button pressed",1712675,125,"835","700","73.60","761.12"
"841","ID01","ID01_Session10","Left mouse button pressed",1716690,79,"15","53","1044.51","1644.38"
"842","ID01","ID01_Session10","Left mouse button pressed",1721409,94,"946","696","1131.46","2204.18"
"843","ID01","ID01_Session10","Left mouse button pressed",1724956,141,"835","733","117.00","125.71"
"844","ID01","ID01_Session10","Left mouse button pressed",1731034,125,"158","262","820.14","1120.22"
"845","ID01","ID01_Session10","Left mouse button pressed",1762222,156,"1235","11","830.19","2863.15"
