sessionID,duration
ID01_Session05,00:00:01.204000
ID01_Session05,00:00:00.468000
ID01_Session05,00:00:00.360000
ID01_Session05,00:00:00.375000
ID01_Session05,00:00:00.265000
ID01_Session05,00:00:00.313000
ID01_Session05,00:00:00.531000
ID01_Session05,00:00:01.641000
ID01_Session05,00:00:00.203000
ID01_Session05,00:00:28.297000
ID01_Session05,00:00:00.422000
ID01_Session05,00:00:00.515000
ID01_Session05,00:00:00.969000
ID01_Session05,00:00:00.672000
ID01_Session05,00:00:04.563000
ID01_Session05,00:00:00.796000
ID01_Session05,00:00:29.751000
ID01_Session05,00:00:39.953000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:19.032000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:16.734000
ID01_Session05,00:00:45.314000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:09.361000
ID01_Session05,00:00:01.813000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:00.187000
ID01_Session05,00:00:40.459000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:00.203000
ID01_Session05,00:00:01.281000
ID01_Session05,00:00:00.094000
ID01_Session05,00:00:00.047000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:00
ID01_Session05,00:00:00.078000
ID01_Session05,00:00:00.547000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:03.157000
ID01_Session05,00:00:04.078000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:02.750000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:00.110000
ID01_Session05,00:00:00.093000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:10.454000
ID01_Session05,00:00:00.110000
ID01_Session05,00:00:09.594000
ID01_Session05,00:00:00.157000
ID01_Session05,00:00:00.157000
ID01_Session05,00:00:12.141000
ID01_Session05,00:00:00.110000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:03.703000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:06.453000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:19.001000
ID01_Session05,00:00:00.140000
ID01_Session05,00:00:00.141000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:04.188000
ID01_Session05,00:00:00.156000
ID01_Session05,00:00:07.391000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:06.985000
ID01_Session05,00:00:08.813000
ID01_Session05,00:00:01
ID01_Session05,00:00:00.188000
ID01_Session05,00:00:00.187000
ID01_Session05,00:00:00.172000
ID01_Session05,00:00:00.625000
ID01_Session05,00:00:00.625000
ID01_Session05,00:00:00.375000
ID01_Session05,00:00:01.047000
ID01_Session05,00:00:01.297000
ID01_Session05,00:00:01.734000
ID01_Session05,00:00:05.297000
ID01_Session05,00:00:03.094000
ID01_Session05,00:00:02.344000
ID01_Session05,00:00:01.688000
ID01_Session05,00:00:01.250000
ID01_Session05,00:00:01.750000
ID01_Session05,00:00:00.828000
ID01_Session05,00:00:00.485000
ID01_Session05,00:00:00.468000
ID01_Session05,00:00:00.344000
ID01_Session05,00:01:40.425000
ID01_Session05,00:00:33.220000
ID01_Session05,00:00:00.109000
ID01_Session05,00:00:15.656000
ID01_Session05,00:00:00.125000
ID01_Session05,00:00:01.218000
ID01_Session05,00:00:11.500000
ID01_Session05,00:00:00.156000
ID01_Session06,00:00:00.078000
ID01_Session06,00:00:00.047000
ID01_Session06,00:00:09.390000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:00.140000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.078000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:00.110000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.078000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:00.047000
ID01_Session06,00:00:00.094000
ID01_Session06,00:00:00.141000
ID01_Session06,00:00:12.688000
ID01_Session06,00:00:35.953000
ID01_Session06,00:00:00.141000
ID01_Session06,00:00:00.141000
ID01_Session06,00:00:08.797000
ID01_Session06,00:00:23.157000
ID01_Session06,00:00:00.093000
ID01_Session06,00:00:00.047000
ID01_Session06,00:00:09.688000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:50.641000
ID01_Session06,00:00:21.437000
ID01_Session06,00:00:23.344000
ID01_Session06,00:00:52.079000
ID01_Session06,00:00:00.172000
ID01_Session06,00:00:00.156000
ID01_Session06,00:00:24.734000
ID01_Session06,00:00:00.172000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:38.016000
ID01_Session06,00:00:00.141000
ID01_Session06,00:00:07.907000
ID01_Session06,00:00:35.031000
ID01_Session06,00:00:00.344000
ID01_Session06,00:00:01.109000
ID01_Session06,00:00:00.250000
ID01_Session06,00:00:00.235000
ID01_Session06,00:00:00.234000
ID01_Session06,00:00:00.235000
ID01_Session06,00:00:00.218000
ID01_Session06,00:00:00.203000
ID01_Session06,00:00:00.469000
ID01_Session06,00:00:00.266000
ID01_Session06,00:00:00.234000
ID01_Session06,00:01:20.813000
ID01_Session06,00:00:35.813000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:10.625000
ID01_Session06,00:00:37.579000
ID01_Session06,00:00:00.140000
ID01_Session06,00:00:45.125000
ID01_Session06,00:00:40.484000
ID01_Session06,00:00:00.141000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:02.047000
ID01_Session06,00:00:39.094000
ID01_Session06,00:00:00.110000
ID01_Session06,00:00:02.563000
ID01_Session06,00:00:50.829000
ID01_Session06,00:00:50.407000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:01.109000
ID01_Session06,00:00:00.125000
ID01_Session06,00:00:00.609000
ID01_Session06,00:00:00.062000
ID01_Session06,00:00:00.438000
ID01_Session06,00:00:00.094000
ID01_Session06,00:00:00.485000
ID01_Session06,00:00:00.062000
ID01_Session06,00:00:31.547000
ID01_Session06,00:00:01.453000
ID01_Session06,00:00:00.094000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.875000
ID01_Session06,00:00:00.140000
ID01_Session06,00:00:06.797000
ID01_Session06,00:00:00.063000
ID01_Session06,00:00:11.531000
ID01_Session06,00:00:01.032000
ID01_Session06,00:00:00.110000
ID01_Session06,00:00:00.938000
ID01_Session06,00:00:00.093000
ID01_Session06,00:00:00.500000
ID01_Session06,00:00:00.062000
ID01_Session06,00:00:01.375000
ID01_Session06,00:00:00.625000
ID01_Session06,00:00:00.078000
ID01_Session06,00:00:00.485000
ID01_Session06,00:00:00.094000
ID01_Session06,00:00:28.141000
ID01_Session06,00:00:21.547000
ID01_Session06,00:00:00.109000
ID01_Session06,00:00:00.172000
ID01_Session06,00:00:18.828000
ID01_Session06,00:00:14.641000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:14.141000
ID01_Session07,00:00:00.156000
ID01_Session07,00:00:01.844000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:27.297000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:09.453000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.625000
ID01_Session07,00:00:00.062000
ID01_Session07,00:00:12.687000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:23.860000
ID01_Session07,00:00:00.515000
ID01_Session07,00:00:00.344000
ID01_Session07,00:00:00.281000
ID01_Session07,00:00:00.266000
ID01_Session07,00:00:01.984000
ID01_Session07,00:00:45.860000
ID01_Session07,00:00:00.093000
ID01_Session07,00:00:08.937000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:02.687000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:48.469000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:03.344000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:02.796000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:16.125000
ID01_Session07,00:00:22.953000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:35.719000
ID01_Session07,00:00:16.844000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:10.984000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:04.391000
ID01_Session07,00:00:05.828000
ID01_Session07,00:00:39.500000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:04.891000
ID01_Session07,00:00:00.140000
ID01_Session07,00:00:00.187000
ID01_Session07,00:00:37.360000
ID01_Session07,00:00:05.657000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:01.828000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:23.781000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:06.625000
ID01_Session07,00:00:37.265000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:28.844000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:26.235000
ID01_Session07,00:00:06.297000
ID01_Session07,00:00:10.953000
ID01_Session07,00:00:02.266000
ID01_Session07,00:00:08.250000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:13.469000
ID01_Session07,00:00:19.578000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:31.641000
ID01_Session07,00:00:33.016000
ID01_Session07,00:00:58.781000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:36.875000
ID01_Session07,00:00:00.172000
ID01_Session07,00:00:01.750000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.203000
ID01_Session07,00:00:18.578000
ID01_Session07,00:00:00.156000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:06.937000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.157000
ID01_Session07,00:00:00.188000
ID01_Session07,00:00:02.703000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.828000
ID01_Session07,00:00:00.140000
ID01_Session07,00:00:00.140000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.156000
ID01_Session07,00:00:00.172000
ID01_Session07,00:00:03.828000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.140000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.172000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:05.500000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:06.079000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:18.109000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:01.719000
ID01_Session07,00:00:00.093000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.063000
ID01_Session07,00:00:00.062000
ID01_Session07,00:00:00.093000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:00.172000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.172000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:03.031000
ID01_Session07,00:00:00.062000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:30.734000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:01.922000
ID01_Session07,00:00:00.063000
ID01_Session07,00:00:03.672000
ID01_Session07,00:00:00.109000
ID01_Session07,00:00:13.593000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:00.954000
ID01_Session07,00:00:00.062000
ID01_Session07,00:00:00.093000
ID01_Session07,00:00:03.703000
ID01_Session07,00:00:00.125000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:00.141000
ID01_Session07,00:00:00.094000
ID01_Session07,00:00:12.938000
ID01_Session07,00:00:00.078000
ID01_Session07,00:00:00.157000
ID01_Session07,00:00:01.797000
ID01_Session07,00:00:02.484000
ID01_Session07,00:00:00.110000
ID01_Session07,00:00:00.141000
ID01_Session08,00:00:00.140000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:03.906000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:03.156000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:01.375000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:12
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:13.172000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.578000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:02.672000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.203000
ID01_Session08,00:00:12.516000
ID01_Session08,00:00:25.531000
ID01_Session08,00:00:08.640000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:21.985000
ID01_Session08,00:00:01.625000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:30.297000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.140000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.672000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:15.751000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:01.047000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:09.610000
ID01_Session08,00:00:02.750000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.078000
ID01_Session08,00:00:00.484000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.641000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.625000
ID01_Session08,00:00:01.265000
ID01_Session08,00:00:04.406000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:01.922000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:08.859000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:05.968000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.078000
ID01_Session08,00:00:03.656000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:07.282000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:16.391000
ID01_Session08,00:00:00.047000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:02.375000
ID01_Session08,00:00:00.172000
ID01_Session08,00:00:10.438000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.078000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.093000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:01.672000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:06.954000
ID01_Session08,00:00:03.890000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:05.563000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:14.532000
ID01_Session08,00:00:00.156000
ID01_Session08,00:00:14.593000
ID01_Session08,00:00:00.079000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.078000
ID01_Session08,00:00:10.735000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:09.078000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.157000
ID01_Session08,00:00:06.765000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:01.281000
ID01_Session08,00:00:00.062000
ID01_Session08,00:00:11.703000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.718000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00
ID01_Session08,00:00:00.078000
ID01_Session08,00:00:00.063000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.109000
ID01_Session08,00:00:00.172000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:02.531000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:21.750000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:07.313000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:15.407000
ID01_Session08,00:00:00.140000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.875000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:21.094000
ID01_Session08,00:00:00.141000
ID01_Session08,00:00:00.110000
ID01_Session08,00:00:05.422000
ID01_Session08,00:00:06.469000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.094000
ID01_Session08,00:00:00.125000
ID01_Session08,00:00:00.125000
ID01_Session09,00:00:00.079000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:10.828000
ID01_Session09,00:00:00.110000
ID01_Session09,00:00:39.500000
ID01_Session09,00:00:00.110000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:31.454000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:03.641000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:16.906000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:18.235000
ID01_Session09,00:00:00.828000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:34.062000
ID01_Session09,00:00:00.156000
ID01_Session09,00:00:01.859000
ID01_Session09,00:00:00.110000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:00.890000
ID01_Session09,00:00:00.141000
ID01_Session09,00:00:01.188000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:35.485000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:19.313000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:02.735000
ID01_Session09,00:00:10.469000
ID01_Session09,00:00:00.093000
ID01_Session09,00:00:00.110000
ID01_Session09,00:00:02.531000
ID01_Session09,00:00:34.140000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:02.953000
ID01_Session09,00:00:00.172000
ID01_Session09,00:00:11.297000
ID01_Session09,00:00:34.704000
ID01_Session09,00:00:00.140000
ID01_Session09,00:00:07.672000
ID01_Session09,00:00:00.156000
ID01_Session09,00:00:00.250000
ID01_Session09,00:00:00.156000
ID01_Session09,00:00:17.875000
ID01_Session09,00:00:00.172000
ID01_Session09,00:00:32.016000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:21.375000
ID01_Session09,00:00:00.141000
ID01_Session09,00:00:07.891000
ID01_Session09,00:00:00.141000
ID01_Session09,00:00:32.860000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:02.532000
ID01_Session09,00:00:00.140000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:01.640000
ID01_Session09,00:00:59.938000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:46.672000
ID01_Session09,00:00:00.172000
ID01_Session09,00:00:11.141000
ID01_Session09,00:00:00.156000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:03.360000
ID01_Session09,00:00:00.093000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:00.204000
ID01_Session09,00:00:00.141000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.110000
ID01_Session09,00:00:00.093000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.140000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:00.078000
ID01_Session09,00:00:00.188000
ID01_Session09,00:00:07.969000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:00.172000
ID01_Session09,00:00:21.547000
ID01_Session09,00:00:45.891000
ID01_Session09,00:00:05.937000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:00.109000
ID01_Session09,00:00:00.140000
ID01_Session09,00:00:10.516000
ID01_Session09,00:00:00.125000
ID01_Session09,00:00:29.125000
ID01_Session09,00:00:00.094000
ID01_Session09,00:00:15.906000
ID01_Session09,00:00:00.110000
ID01_Session10,00:00:00.063000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:53.375000
ID01_Session10,00:00:00.110000
ID01_Session10,00:00:03.031000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:40.500000
ID01_Session10,00:00:00.157000
ID01_Session10,00:00:03.015000
ID01_Session10,00:00:00.140000
ID01_Session10,00:00:03.172000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:01.172000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.093000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:00.063000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:00.110000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.797000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:00.188000
ID01_Session10,00:00:13.875000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:12.391000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:10.594000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:00.140000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:00.110000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:00.625000
ID01_Session10,00:00:00.063000
ID01_Session10,00:00:07.703000
ID01_Session10,00:00:06.047000
ID01_Session10,00:00:00.156000
ID01_Session10,00:00:01.204000
ID01_Session10,00:00:00.093000
ID01_Session10,00:00:00.062000
ID01_Session10,00:00:04.359000
ID01_Session10,00:00:00.047000
ID01_Session10,00:00:00.063000
ID01_Session10,00:00:05.578000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:07.718000
ID01_Session10,00:00:55.337000
ID01_Session10,00:00:00.140000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:44.695000
ID01_Session10,00:00:01.797000
ID01_Session10,00:00:00.172000
ID01_Session10,00:00:18.329000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:03.516000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:04.484000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:00.141000
ID01_Session10,00:00:08.125000
ID01_Session10,00:00:00.079000
ID01_Session10,00:00:00.078000
ID01_Session10,00:00:08.234000
ID01_Session10,00:00:44.720000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:00.109000
ID01_Session10,00:00:44.533000
ID01_Session10,00:00:00.156000
ID01_Session10,00:00:07.328000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:18.438000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:16.250000
ID01_Session10,00:00:00.203000
ID01_Session10,00:00:00.063000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.110000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:00.079000
ID01_Session10,00:00:00.094000
ID01_Session10,00:00:00.141000
ID01_Session10,00:00:01.922000
ID01_Session10,00:00:00.125000
ID01_Session10,00:00:15.640000
ID01_Session10,00:00:05.703000
ID01_Session10,00:00:00.156000